"No.","Time","Source","Destination","Protocol","Length","Info"
"1590","39.854612","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf032 TXT 2.1433.yYeDTJdpGfNuHESD3wef0p/lypcAXWpRwoPvQ2EZLH23tn064qjInSFYoRLJIsK.verysecret.domain.com"
"1591","39.871956","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x492c TXT 2.1434.YyXlIQAfjS/2lYsP3Rm1J+QI7OLfn8elZ6rocThp7AT5b5pr6YyEfQH+VWX14Qy.verysecret.domain.com"
"1592","39.890495","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xc11b TXT 2.1435.G3t532dkhjEa47dKqw7GzENYnUrBp8GmNsB3X7bmP4L0/Guh0/QRdWrS6x4gmlj.verysecret.domain.com"
"1593","39.907118","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x25c1 TXT 2.1436.7w2mIEx6Z6/rXn767dyNiLEPAGcbv50R3F3NIHluJJGPPLcVLRdj1KKXwPoi+ZZ.verysecret.domain.com"
"1594","39.924127","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xc52c TXT 2.1437.6fC9wD/rGBlkJ92bNV77x5NKwFlZlEAx87bR+QrgkDCIEDaT6Uu0bzkbjngEUKK.verysecret.domain.com"
"1595","39.941386","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xd8f1 TXT 2.1438.Bm1N4h1a8cq10YV5O2IkZ9qgSN5CWLfMOSWPP61UiBMzAYDdeeOK0oI5ZG3Y+UD.verysecret.domain.com"
"1596","39.958906","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x7041 TXT 2.1439.JbHHWtDMliUnCg9uSOKtovzcHkVJAkW4xJummI4WEFjn04ro7bw3rF4qstl9kQg.verysecret.domain.com"
"1597","39.975978","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x2186 TXT 2.1440.fvLpsfoMmgNDCQuUC7fl9cVsWmA6s7rFkcbm6/hXV2vg2Mf8f13JO2MeXAvlr/U.verysecret.domain.com"
"1598","39.992627","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x408e TXT 2.1441.11FlodjagC3sUjI74y34k0CucpbPcyKEtbGa6UAZYfu0H0J5roo/7cdAEmh0tQO.verysecret.domain.com"
"1599","40.010105","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf0c8 TXT 2.1442.RAu5/++jXSQac7sOCc9hzitmHQ2Y/N8pxzxVXM2zhU0dJJPMujNfSdd0zFv06Ct.verysecret.domain.com"
"1600","40.025703","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x3206 TXT 2.1443.qDTPk2RQiJegwK7q30NIyMjI9ScYrVS0tYeD1xyAKLk3OIg0WR1X5cYHWt220BN.verysecret.domain.com"
"1601","40.042262","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xb019 TXT 2.1444.2SMnFdB5sSMFjUb+wxk1q2+l6zfAGO1aJD/ABzfIPy60tWFzCh06CE5YqrD/Zya.verysecret.domain.com"
"1602","40.057501","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x6023 TXT 2.1445.ugQKfu5I710DaJp1ggfWNXjiPeOIgfz5p9vqWlRhhoOhTai69J3TCD/gTVaXci5.verysecret.domain.com"
"1603","40.079564","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xd6eb TXT 2.1446.k29nqF43+jWsjL/eIKj8zWynh94ofM1O/hs4+pAOT+ZwKpXmu35Yrf6zbaWv/AD.verysecret.domain.com"
"1604","40.095006","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x656b TXT 2.1447.72CedKfbPQfnXOvqNkZd8GmyahNnmbUpS35IvH61Wgjr4rnw9FNs0+yn1u5HTah.verysecret.domain.com"
"1605","40.115519","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xfbb1 TXT 2.1448.Yfn0FPutavoU2TXFloMQ/5ZA+bMP+Ar0Ncc91q95bFXuHhtR1jgAiiUfQf1ryPx.verysecret.domain.com"
"1606","40.133124","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xcfd1 TXT 2.1449.l8Z/g78PBLD4j8caaNTTP/Es0+YXd2T6eXHkj8cUcxVj2ifVbOSQlYrvWZQfv3c.verysecret.domain.com"
"1607","40.149120","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xc05b TXT 2.1450.myP8A75HNRjUNZud0VqRZxdPLs4tgx9ep/Ovz88Wftx2sIa2+HvgJ5WOcah4huB.verysecret.domain.com"
"1608","40.167331","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xef97 TXT 2.1451.GuPVYY8k9vvEV8reNP2gPjF46kli1vxve2dg4IGn6KxsIB6D92d5H1Y0XbNFA/W.verysecret.domain.com"
"1609","40.185541","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf6bc TXT 2.1452.Dxd8Sfhn4BIl8a+OdL0u6YEpatdie6k9cRplifqK+YfFn7cPhOwMtt4A8D33iGY.verysecret.domain.com"
"1610","40.203116","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x02e8 TXT 2.1453.ZCX2tTCxtyexCDdIefULX5rxRQR3EkyRKtxK26aXGXkY8FmY8t+Jq1ubAwAB09a.verysecret.domain.com"
"1611","40.229546","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x32ef TXT 2.1454.otQR9B+Lv2nfjZ41ElvL4tPhXTH4+w+HoFtlZcYwZTulz16MvWvA55Wub+W+vZH.verysecret.domain.com"
"1612","40.245539","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x27ec TXT 2.1455.v79uXurqUzSt9XYlj+dQBvnzjHr70uNsXoR0/lQapWHHluMcZPBroPCliNR8e2a.verysecret.domain.com"
"1613","40.263063","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xc92d TXT 2.1456.OFaOD99IQCQSOAOfeueJ65wDzxXsPwp8Ma3rwvD4f0S613VJ42dYLOPe4hjHzyd.verysecret.domain.com"
"1614","40.280092","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x867e TXT 2.1457.gFBYcn1A60DOguZGLkEljWVLJk46YOc1PO5Fw6ynDoxBB7H09ql0nQdZ8U+L4NB.verysecret.domain.com"
"1615","40.296207","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xaffa TXT 2.1458.8P2T32pTPtCIpxGO7MeyjuayZmVNI0XV/FPjfT/Dnh3T5dV1y/nWK1totoLk9SS.verysecret.domain.com"
"1616","40.313308","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xacb0 TXT 2.1459.2AoAGSxOAK9l/4Za+Pn/Qht/4N7P8A+Lqvr2s6f8LPCOoeB/AmoLceM72Iw+JPF.verysecret.domain.com"
"1617","40.330569","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xeae5 TXT 2.1460.VucG1B4+zWzZBXGfmcHPp7eNf234/8A+ioeJP8Awc3H/wAdrPUNT//Q8/8A4Sob.verysecret.domain.com"
"1618","40.346931","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xb5ea TXT 2.1461.Le9PUjzCD2wc5GM4qksrblLbSOp3N19qlaQsjDlSPu/X05oMyYsAdoJJ7gjmq5L.verysecret.domain.com"
"1619","40.362817","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xa215 TXT 2.1462.AbccfTNIpY53ZIz/HwcelIeoG4ZBK8+uKAJlB2kE8/wAuf1powGHHXoePyphbqM.verysecret.domain.com"
"1620","40.379786","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x171d TXT 2.1463.Er/ephdjIcA4zycf0oAJOcDgg5/h5XoMUxBkjAyfXp/n0oB3ZyAufzqNSRgc5A9.verysecret.domain.com"
"1621","40.397094","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x68e2 TXT 2.1464.RwaAJEyGCltoHXnPtjNKdwbO4fXH6U0DGQp+bPGBSEsDxkcdc5/Q0AOfcxI754P.verysecret.domain.com"
"1622","40.415846","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xdbac TXT 2.1465.QUNwQMcZ446f41ESQzPgAnnk8n3+tPb0LcA56+nf+VSwGbgAfQdiKcCdzYB+9nI.verysecret.domain.com"
"1623","40.432577","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x630f TXT 2.1466.pGIz1DD8eaQ5V8hiCBgZ/xqQFBJc5I5pMlV6lVXOfp3oz8vJyCOMelNJPl4Xjg4.verysecret.domain.com"
"1624","40.448898","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xbb95 TXT 2.1467.yfWgAzlQQTnaBnPPSmjhTgYp54fgkZwAeD+Gf89aYOD90Mvp0/XNACgnZgdNuet.verysecret.domain.com"
"1625","40.466206","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x186a TXT 2.1468.NJJk7EDn396Q5yOxHTHQ/l/KmegGc89Tnp7fnQBJu29tvHRuTjr0pkhzBIWONo5.verysecret.domain.com"
"1626","40.483196","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x32c8 TXT 2.1469.xzik3kBhyOwJHX1zTGchM7j7Ecf59aAPvT9m3VWvv2a/JY7pdN1OWIDP3N2JB/6.verysecret.domain.com"
"1627","40.501309","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xab23 TXT 2.1470.FXzR+2d4bntf26tR8Q24xa6x4Y0692kY3SBZI5GB9gkYOa9X/AGUdQLWvjXRA2P.verysecret.domain.com"
"1628","40.519997","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x6c16 TXT 2.1471.LaG6w3fO9Sf0FVf22rOaHVfgn4niQtBc6PfaXcHIAZ45Y5UBz6L5nH1rmj7tWxr.verysecret.domain.com"
"1629","40.538292","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xff23 TXT 2.1472.d7o+TvBFyb7w4uj3CMVCyIGB4KPkkD8Qa+hfBdjqmm6Ho0M7mbR77TXn0i8DZL+.verysecret.domain.com"
"1630","40.565195","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xe255 TXT 2.1473.XJ+8ib+66HPHcEEZ5r5i8HakYNetbKa3W2kMgZdrEjaSfk/D196+qfh1qCal8Mp.verysecret.domain.com"
"1631","40.580707","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x4c02 TXT 2.1474.vC092jXWm+KGMEbth44rlSGGfTcc1tLYz3Z6T4z8Ma/4i8V6Bq3hXV9P+33GnLH.verysecret.domain.com"
"1632","40.597737","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x88d6 TXT 2.1475.NpN/OsPmgMVV1Zhg84B6YwOleAap4g1bQV1nwv4k0MWGvWVw1veQSxeXc2sgxwe.verysecret.domain.com"
"1633","40.627345","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x21a1 TXT 2.1476.SD1BBBwVYEZBBr640/w3YeM/ghdaVdgRahawu9jdRECa1lx8rK3UfMOR3r538W2.verysecret.domain.com"
"1634","40.647663","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xe8cc TXT 2.1477.2r/Eb4MaL47nt31TxPosEVjrLxIDNPaKCqM+OXaJjtyedp74rx6t9XFn32SYyhU.verysecret.domain.com"
"1635","40.666230","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf54c TXT 2.1478.rxw2KgnF6J21+Z5hqOv3KMwDL5BjEgIwAxAwe5/Guf/tW8e7aQzkDbwAMYGe36V.verysecret.domain.com"
"1636","40.685166","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xba6f TXT 2.1479.Q1bT7mEC02Sqs3RSCGXvgk9KqW0chAQKZNh2gD5sn0riUpSV2z9L9jgqNTlUY/g.verysecret.domain.com"
"1637","40.704151","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x4080 TXT 2.1480.eleDNRaPxojzyk7oT5bMcqp/pX1b8HNT+0/FBtWuJ1hh09Sp3NjzSQQce3P6V8R.verysecret.domain.com"
"1638","40.720682","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x6685 TXT 2.1481.WtnqP23zIYZI3hOSSuCp9MH+Vel+GtX1GbRbi1hme0n27nZWKmQf3sisqmsT5jO.verysecret.domain.com"
"1639","40.739242","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x2456 TXT 2.1482.sfSoU3Qp2vJa+R+pg1CK8jE1s6PDgYMeDn6471qQXCm1A/iHUCvnX4PLZf8IMt/.verysecret.domain.com"
"1640","40.757827","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x6ea0 TXT 2.1483.p2uXOoSsoS/tLlsmKTHQjt7HuK9ws50d1O7DAjj+leZKLR+fJ3Ph79qC8kH7WOk.verysecret.domain.com"
"1641","40.775399","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x08c5 TXT 2.1484.W8hYW//AAjcc0Q25U5kcMc9iCB+dfMGraKviPwV4ptrfmVrCa4jjxklo18zt/u1.verysecret.domain.com"
"1642","40.791263","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x0c9f TXT 2.1485.9Y/tez6DdXPhi/hgkk8SaSk1veCPOXtZBvUle4SRQQx6B2r4w0fxhdafrWn3On2.verysecret.domain.com"
"1643","40.808843","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x1a6f TXT 2.1486.Mh8kPFdiYFVkRkZHVu/IbHtXpUac04zXQ/Y8HmuAqcPfU5P3+Vxt954H4fnSW1k.verysecret.domain.com"
"1644","40.828559","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x9375 TXT 2.1487.nG3e0JYBVyOR/XrTBp1w0rSbQqFjtDZBHv+Ve3fFH4L6p8LNO0XxVo0n9t/C7xJ.verysecret.domain.com"
"1645","40.847596","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf605 TXT 2.1488.YxT+H9WiTH2N2jVmsrnHCyK24K3RlGOGHzeGQySzXFsS+dxB55z3x/nivtIyUld.verysecret.domain.com"
"1646","40.873852","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xb8da TXT 2.1489.H87zg4ScZdDZvZjEbRF+VREON3X8al0mZLnTL+LVkW+t4rVyhcDemeeD+FN1Ozu.verysecret.domain.com"
"1647","40.893868","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xdbe1 TXT 2.1490.7rXAILSWWIRBV8uP7xAB/rXR6B4O8R3OnXqRabKJZo9qs4GBxz1q00JRPMbdPPt.verysecret.domain.com"
"1648","40.912311","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xc4dd TXT 2.1491.RLbyhTwfKc47dj361MPMis7gy4QA9WHT/PpXtWl/A7XJLNDqV7HBzubcBhB7Y+t.verysecret.domain.com"
"1649","40.939674","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x211c TXT 2.1492.d/D8IvCNiFfWdRDRhef3n3zgfl9ahzQcjPHLHwJbzfs/wCq+L7TVg+t6fPau2kZ.verysecret.domain.com"
"1650","40.956798","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x32a4 TXT 2.1493.ANxbzSCORlz1MeQ59gRjkVx1n4f17VbxVg02eRjgECOvqpB8NdD8IXt3baaNQ0+.verysecret.domain.com"
"1651","40.977298","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x978b TXT 2.1494.w2ieQfvEjycDn8eorkLj4+aDaH7P4c0C3gTGNwjxwO574+tQpN7F8qW5yFp8HfG.verysecret.domain.com"
"1652","40.994855","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x44f0 TXT 2.1495.OoC3L2gsIkVctNKF2jHcc/Wu10/wCB+n2XmS6prSmNwPMVCMfgTXm2v/HPxveah.verysecret.domain.com"
"1653","41.011819","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xfebd TXT 2.1496.LFZmKyGCAyE/wD6vwrz678R+I9S0G7mvNVmmmZ8IyyMDnrzz6cU7Se5Puo+oofC.verysecret.domain.com"
"1654","41.028442","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x45e3 TXT 2.1497.PwW0e7P9q3H2iVT8wWb5wR/WtM/8M+vCY5I5ecBg07bfUDmvhWyhlm122aaSV2P.verysecret.domain.com"
"1655","41.043919","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x0515 TXT 2.1498.zMzH5iM9c9+M1u6qFm0e7JG2MTjOWHOOBjFDh5jUl2PtmLRv2cHVsSXlskg/eYn.verysecret.domain.com"
"1656","41.060770","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xed69 TXT 2.1499.yrfT/AVWj8B/s0XE5cavdQuMhVXyyAPyr4ou/Lt/hzaQ8b5LncpB7Yrlwj43h5I.verysecret.domain.com"
"1657","41.079134","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xdb7c TXT 2.1500.+MZ3HP5Z/ShQb6j5/I/RBvhr+z+NOlSDxfcxRtFiNZVTbJ/s9OKwG/4VR4F0m61.verysecret.domain.com"
"1658","41.097156","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x8074 TXT 2.1501.TTIYdRNumXdZS2OcAZPQGvjzW5pbTwVplr9pkSeY+ZmNyMAdByeM8Vdl8y3+BEq.verysecret.domain.com"
"1659","41.118058","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x3a4b TXT 2.1502.yFx9quVGQ3Jwc4PfqKnlYubU9B8VfHnxFr9w1rYKNK0ZflWOE7XP41y8EkywW95.verysecret.domain.com"
"1660","41.145265","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xd4bf TXT 2.1503.eoZluULLcOcl/XcOuRkV5jDueeGNTliwAH416T4/vWsLHwTp1sv2ee2tJLhih2k.verysecret.domain.com"
"1661","41.161014","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf1ac TXT 2.1504.MzDGfyxVcthKV1c2rS2ilu7We1ZZrMygtsIJjOeQw64/wAa980WXT7e1EVoVLNg.verysecret.domain.com"
"1662","41.180493","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xa83b TXT 2.1505.qhHQegPrXyPpfilbbV7Oe7ja2xIvm3NqhyRnGSg4PWvb7nxHpF3iW1uBGN+IdTs.verysecret.domain.com"
"1663","41.197996","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xabb7 TXT 2.1506.nIhk/3l6oSP14NSyk7nS+IdfkfVMOE2u3lxtvx8vfjtVnwbCtxF4+adleB7G3Vy.verysecret.domain.com"
"1664","41.214486","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x1524 TXT 2.1507.3c7ySD7cCvPbQ6jNri/bWF5ZADy7kqPuk+vrnFex/BfQn1TXvFGm3nzub+Hfk8K.verysecret.domain.com"
"1665","41.231984","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xfe79 TXT 2.1508.ijf+OePzqZbDPpTwh4cOgfA6a7vYxb6jqoEr9mEQ+6vsMV5xdzH7XNJIcKF3Els.verysecret.domain.com"
"1666","41.250259","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xa517 TXT 2.1509.AKOx9q9B8S67eM9xaucKUSOIY4WIdh78V82/FbxI2neFZra2mAu7r5TyPlU9f/1.verysecret.domain.com"
"1667","41.266405","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xbdba TXT 2.1510.VktQPDfE2ty+IviRdXA3eXG/lW6ngEZGK0/Fjp4d8DWGix83M/wC8uc8bT2574F.verysecret.domain.com"
"1668","41.283518","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x3db1 TXT 2.1511.Y2g3OmaXrGn6jrBLxxtvaMf8tDjgVz3iPXZNe8Wz6lLCih3Jijbnag6fj0rZIDG.verysecret.domain.com"
"1669","41.376533","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xb86e TXT 2.1512.EgBzOwBODznvn8awry/s7iaW1uGZCpO2Qc59j3HSrFxPAFLSyCIscYb1x/OsF4H.verysecret.domain.com"
"1670","41.404809","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x5617 TXT 2.1513.NyioVeF2yzEjj0rVAdX4WiNt4xS4Z90MVs7lgP8AZ4H5158ImmkkfJDGVi34k13.verysecret.domain.com"
"1671","41.423152","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x75da TXT 2.1514./AIVKx6Z4kujhTDC4iHoM4x7VykMtpOAsuIJcZZj0b0ppks1/h1ZyXPxz8M2xj3.verysecret.domain.com"
"1672","41.439674","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xeb7c TXT 2.1515.CS9UEkY/iFewahqDQeJf2kNcTAISS2DZ4ZuIgPr8uPwrkPhXYzv+0b4TDRjAvQ2.verysecret.domain.com"
"1673","41.456458","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xa999 TXT 2.1516.4DIcAZ4P4Vb1xVf4G/FK9Rv+Qt4udVbpuCys4/DrSe9h7I8RidPsaqCAAo9/wAv.verysecret.domain.com"
"1674","41.473368","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x2649 TXT 2.1517.yq0rbZd/ODjkHJI6VkxnEAUnDADIxj/OKsCUqx29V6bht71pYg17ll/s2RoznCn.verysecret.domain.com"
"1675","41.492112","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xc4d4 TXT 2.1518.BzkE1U05lCAvhsHI5x/nvVSSQfZHBBR2GM4qxY7fs0m0ZHf8AlUgaZbEMi8sfQH.verysecret.domain.com"
"1676","41.511436","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x01fa TXT 2.1519.mskNm4XIxluRj3/nV7ohUty3ucH8KhhTddxsT/ABY/z+FIa3P0A+Ado0WjaAxTp.verysecret.domain.com"
"1677","41.528259","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x26b4 TXT 2.1520.G0hxzjOefwr2nxg7SaLZW2SftGqwAn+9tfeT+lcH8E9OWLQLb+BodOVuR0z/wDr.verysecret.domain.com"
"1678","41.545626","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x3b1a TXT 2.1521.rvPE/wC98S+ErXBUmaabGeflXg/mcfjXmVPiZ1LY6mxTdqQcgrsiLAE/Wvlv9oT.verysecret.domain.com"
"1679","41.565908","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x7485 TXT 2.1522.UxZ/s7684OBf6hBagZ6hpcn9BX08kqi2u5/mGEIXB24P+FfE/7Tt00fw48LaWg3.verysecret.domain.com"
"1680","41.592079","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xfd0a TXT 2.1523.G51dpXB7iOM/1YUqesgex8hZUICfu9cA5pkeWnVfvk9SO//wCuhj+7HUE9c/4mi.verysecret.domain.com"
"1681","41.608459","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x8484 TXT 2.1524.FQZiRhjjIHXJNeiYFu2CjYCgkUEHa3RvY1bv8Pq2lW6xt5axPKB6Enofaqke7dG.verysecret.domain.com"
"1682","41.623984","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x7927 TXT 2.1525.p3E++K1NOtZdU+LlnYR5bzJba0iUdmZwv82FJ6Afr54I00aD+xt8LdHZNsjaZ9q.verysecret.domain.com"
"1683","41.640364","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf76e TXT 2.1526.kwOS0p3ZxVi6kZmCN26j1rrfEFpHZ3eiaTGuItP02G3VVOAMIBx+Oa5O6VCQiyA.verysecret.domain.com"
"1684","41.655400","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x84dd TXT 2.1527.yFvmJrxpO7bPUjsVNwLHv6n2pGYnpkke1MGcADjpxjtUqxj7xPOOnqKxNCN1Mg2.verysecret.domain.com"
"1685","41.671453","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x532a TXT 2.1528.H5D3VcA/X2r2Hwr8ULDwx+zX4s8Gz212NQviUspY33W4SRgZC6no4wQD3BHTFeP.verysecret.domain.com"
"1686","41.687644","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xe1ad TXT 2.1529.uSjHb17HAqrcIjWMgZj5jHIJNaRuiWkyS68RlmJiikuiBgPM2F/LrWKdV1O5i+a.verysecret.domain.com"
"1687","41.702639","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x80d7 TXT 2.1530.YW0Z4CQDH6ml8sr1Bzjg/1pQiDBOGbPGMgflV2IsMtraS5vkBLtgYZjg4FdM8ai.verysecret.domain.com"
"1688","41.718619","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x109c TXT 2.1531.6jGBkDqBiqekIsurRDkD7gwO59a0HDNqk0CoZJFkKhUGSSD6Ux3HoheThfwFa8M.verysecret.domain.com"
"1689","41.735712","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x2d3b TXT 2.1532.LIi7gBz255rX0rwd4k1CRZLbSXijP8AHMdi4/Hn9K9E034YzAh9V1ZVXPMVsvP0.verysecret.domain.com"
"1690","41.761422","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xddc1 TXT 2.1533.yaXKJtI8wK7BlyAuOc8ZrUsNLu71iLSxlumJwrJGcD8TxXuun+DNAsfnj01bqUd.verysecret.domain.com"
"1691","41.779742","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x8b0c TXT 2.1534.JLglzn8f8K6mK0YJsSDy07KicCqsRzni9j8P9UmhAuXhsI8/Nz5kn+FdfYeBtGt.verysecret.domain.com"
"1692","41.795263","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xaa5d TXT 2.1535.olFx5mpNnJMjnaT/ujivSYdLkYDg4P94dK2ItGLdAf5ikYuTbOLtdMgt0Edlarb.verysecret.domain.com"
"1693","41.811815","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xd6e8 TXT 2.1536.r0wiYGK2IdMkmbDZJJ64rsodOgiXMrKp781aBtIOi7sDrnNO7Fc5iDQ2JIbOc4w.verysecret.domain.com"
"1694","41.829734","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xfdbf TXT 2.1537.B2rai0aOI/MFXHUtWjBNd3b+VYWss7dD5SnH59K3IPC2qzJ5l7LFp8fcyNub9OP.verysecret.domain.com"
"1695","41.857192","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x32df TXT 2.1538.1pWbFexz6JZxEgDe3cAYzU8dwXfyrS2JkPZE3NWxIfBekybbu/Oq3Q4EKHdk+yr.verysecret.domain.com"
"1696","41.875535","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x6673 TXT 2.1539.Vpdf1RrIjQ/Dsek2x6XF8ywrj1x3qrdxFW38P63dndLGtpEepnbB/IVZlsfDWlD.verysecret.domain.com"
"1697","41.892951","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xbde0 TXT 2.1540.Or6x58o6xI2P0HNYN5fLOD/AGx4juNSJ62ulp5cf4uaz472KBx/Zek29k4PEso8.verysecret.domain.com"
"1698","41.911779","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x825a TXT 2.1541.6X65bii6Q7NnZQ64ixf8U74bPl/8/VyBEn1yeTWXe6tdTAjU/EgU97TSE3H6F+l.verysecret.domain.com"
"1699","41.929670","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xf3fc TXT 2.1542.c3fyTyWz3mtakUtIxl5bycRxqB9cCvAPGH7TnwP8AA0k1q/iT/hKNVj4NjoEX2l.verysecret.domain.com"
"1700","41.957943","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x927b TXT 2.1543.s+jPwi/iaOZsdj6KF7aQzZsNHjM3e4vXM8n1wflFJdSaneWhlvrxxbKMne4jiUd.verysecret.domain.com"
"1701","41.988634","10.0.0.1","8.8.8.8","DNS","152","Standard query 0x8261 TXT 2.1544.+OBX5qeLv25fFd80lt8P/B1l4XgJxHe6u/2u4Pv5akIv/fR/Gvljxb8TPiF48u/.verysecret.domain.com"
"1702","42.006375","10.0.0.1","8.8.8.8","DNS","152","Standard query 0xc85b TXT 2.1545.M8YeNNU1qMk5tDcmK2Ht5SYU/jmqSZSgz9YPF/7QPwT8B3MtpqvjW21TVI87tO0.verysecret.domain.com"
